id,school_id,created_by,type,subject_id,subject,grade,difficulty,language,question,statement,answers,correct_index,correct_answer,explanation,unit,image_url,tags,time_limit,lehrplan21_topic,is_active,created_at,updated_at
7ac3b675-63c6-47ef-9ff7-91a651a0cc8f,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,6,1,en,What is the capital of Turkey?,,"[""Kyiv"", ""Bern"", ""Brussels"", ""Ankara""]",3,,The capital of Turkey is Ankara.,,,"[""geography"", ""capitals"", ""en"", ""grade-6"", ""diff-1""]",6400,NMG.8.4,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
f24ec3f6-aff2-41cd-9ab9-4e1189a3050c,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,6,4,en,What is the capital of Russia?,,"[""Canberra"", ""Rome"", ""Moscow"", ""Washington, D.C.""]",2,,The capital of Russia is Moscow.,,,"[""geography"", ""capitals"", ""en"", ""grade-6"", ""diff-4""]",13600,NMG.8.4,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
2a524deb-fb19-47a5-ab46-518cf196f577,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,3,2,de,Wie viele Kontinente gibt es auf der Erde?,,,,7,Das Standardmodell sind 7.,,,"[""geography"", ""number-input"", ""de"", ""grade-3"", ""diff-2""]",15400,NMG.8.3,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
f1ce51e9-2cfe-4a5c-b8e0-8090b8ef96b4,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,5,3,en,How many days are there in a leap year?,,,,366,Leap years have 366 days.,,,"[""general-knowledge"", ""number-input"", ""en"", ""grade-5"", ""diff-3""]",14000,NMG.6.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
7c2dc243-7a32-4cac-a2b5-85d3a833430f,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,1,3,de,Wie viele Kontinente gibt es auf der Erde?,,,,7,Das Standardmodell sind 7.,,,"[""geography"", ""number-input"", ""de"", ""grade-1"", ""diff-3""]",25200,NMG.8.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
310f8b69-ce10-44b1-a377-a0d246128755,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,2,3,fr,Quelle est la température corporelle normale (°C) ?,,"[""36,5\u201337,5\u00b0C"", ""20\u201325\u00b0C"", ""15\u201318\u00b0C"", ""40\u201342\u00b0C""]",0,,"Plage normale ~36,5–37,5°C.",,,"[""general-knowledge"", ""fr"", ""grade-2"", ""diff-3""]",22400,NMG.3.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
03d82f3b-a576-49ff-b1bd-c0d084da71a6,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,6,4,de,In einer Nahrungskette: Was ist eine Pflanze?,,"[""Produzent"", ""Konsument"", ""Zersetzer"", ""R\u00e4uber""]",0,,Pflanzen sind Produzenten.,,,"[""general-knowledge"", ""de"", ""grade-6"", ""diff-4""]",13600,NMG.7.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
161a74f7-8e4d-46d7-bd9c-69e300dd2dde,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,6,2,en,Choose the correct form: 'They ___ happy.',,"[""is"", ""are"", ""am"", ""be""]",1,,Plural subject uses 'are'.,,,"[""language"", ""grammar"", ""en"", ""grade-6"", ""diff-2""]",8800,D.6.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
86f6e798-5894-4625-9da0-d7b106d9ef65,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,9f9067f9-9e39-4e38-944f-6701b837981b,math,5,1,en,What is 800 + 923?,,,,1723,800+923=1723.,,,"[""math"", ""number-input"", ""en"", ""grade-5"", ""diff-1""]",8000,MA.3.A.5,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
a2e2eec5-0d0f-41c9-8c47-fc1c0a3eb48c,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,1,3,fr,Choisissez l'article correct : '___ apple',,"[""an"", ""a"", ""the"", ""\u2014""]",0,,'apple' commence par une voyelle → 'an'.,,,"[""language"", ""grammar"", ""fr"", ""grade-1"", ""diff-3""]",25200,D.2.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
25566340-8f23-4b73-839d-7ab8e93888b2,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,4,5,en,How many continents are there on Earth?,,,,7,Standard model is 7.,,,"[""geography"", ""number-input"", ""en"", ""grade-4"", ""diff-5""]",24000,NMG.8.4,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
b8ec69ac-3645-430a-aae6-e719b7827288,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,9f9067f9-9e39-4e38-944f-6701b837981b,math,1,3,fr,Un rectangle a une largeur de 18 cm et une hauteur de 30 cm. Quelle est son aire ?,,,,540,Aire = 18×30=540 cm².,cm^2,,"[""math"", ""number-input"", ""fr"", ""grade-1"", ""diff-3""]",25200,MA.1.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
7a15622a-c5a9-43d1-bae0-7bfd7256ac6e,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,5,2,fr,"Dans une chaîne alimentaire, qu'est-ce qui est une plante ?",,"[""Producteur"", ""Consommateur"", ""D\u00e9composeur"", ""Pr\u00e9dateur""]",0,,Les plantes sont des producteurs.,,,"[""general-knowledge"", ""fr"", ""grade-5"", ""diff-2""]",11000,NMG.6.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
7125ae09-71fe-468d-beef-5652182f37a0,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,image-question,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,3,3,en,Which animal is shown in the image?,,"[""Cat"", ""Dog"", ""Bird"", ""Fish""]",2,,Recognize the animal in the image.,,https://picsum.photos/seed/img475/400/300,"[""geography"", ""image"", ""en"", ""grade-3"", ""diff-3""]",19600,NMG.8.3,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
72364944-d252-450e-ac92-7c113b5d431f,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,2,3,de,Wie viele Tage hat ein Schaltjahr?,,,,366,Schaltjahre haben 366 Tage.,,,"[""general-knowledge"", ""number-input"", ""de"", ""grade-2"", ""diff-3""]",22400,NMG.3.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
056d5b93-f7ea-4d61-9540-d2435e8d41e2,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,6,3,de,Auf welchem Kontinent liegt China?,,"[""South America"", ""Europe"", ""Asia"", ""Africa""]",2,,China liegt in Asia.,,,"[""geography"", ""continents"", ""de"", ""grade-6"", ""diff-3""]",11200,NMG.8.4,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
7fdc1067-1cbe-4a0a-aecf-121a1bafaf9e,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,5,4,de,,Auf Meereshöhe kocht Wasser bei 100°C.,,,True,Siedepunkt von Wasser auf Meereshöhe ist 100°C.,,,"[""general-knowledge"", ""true-false"", ""de"", ""grade-5"", ""diff-4""]",17000,NMG.6.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
fa8fe7a6-3fde-4877-9414-e61edb727169,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,1,1,en,,"At sea level, water boils at 100°C.",,,True,Boiling point of water at sea level is 100°C.,,,"[""general-knowledge"", ""true-false"", ""en"", ""grade-1"", ""diff-1""]",14400,NMG.2.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
71a9afb6-5f77-458c-923a-2bc3461a5965,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f9067f9-9e39-4e38-944f-6701b837981b,math,2,4,en,What is 12 × 6?,,"[""72"", ""75"", ""71"", ""68""]",0,,The correct result is 72.,,,"[""math"", ""arithmetic"", ""en"", ""grade-2"", ""diff-4""]",27200,MA.1.A.2,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
1dcee30b-6e5d-43f7-b3b3-2dcecdc26771,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,5,3,de,Wie heißt die Hauptstadt von India?,,"[""Brussels"", ""Ankara"", ""New Delhi"", ""Beijing""]",2,,Die Hauptstadt von India ist New Delhi.,,,"[""geography"", ""capitals"", ""de"", ""grade-5"", ""diff-3""]",14000,NMG.8.4,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
0098d656-f88f-489d-8e02-b35c61fc68e4,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,6,2,fr,Combien y a-t-il de continents sur Terre ?,,,,7,Le modèle standard en compte 7.,,,"[""geography"", ""number-input"", ""fr"", ""grade-6"", ""diff-2""]",8800,NMG.8.4,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
77d689d8-d1d8-4be7-be16-9254b4f048de,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f9067f9-9e39-4e38-944f-6701b837981b,math,5,4,de,Wie viel ist 91 − 6?,,"[""85"", ""84"", ""87"", ""86""]",0,,Das richtige Ergebnis ist 85.,,,"[""math"", ""arithmetic"", ""de"", ""grade-5"", ""diff-4""]",17000,MA.3.A.5,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
4d1ce1fa-13b6-44dd-a201-425a490ddd2e,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f9067f9-9e39-4e38-944f-6701b837981b,math,2,1,de,Ein Quadrat hat Seitenlänge 5 cm. Wie groß ist sein Umfang?,,"[""28"", ""24"", ""16"", ""20""]",3,,Das richtige Ergebnis ist 20.,,,"[""math"", ""arithmetic"", ""de"", ""grade-2"", ""diff-1""]",12800,MA.1.A.2,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
6e7a0ddb-a9a4-4636-bc8e-a848694391af,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f9067f9-9e39-4e38-944f-6701b837981b,math,6,1,en,What is 7 ÷ 4? (round to nearest integer),,"[""3"", ""1"", ""2"", ""4""]",2,,The correct result is 2.,,,"[""math"", ""arithmetic"", ""en"", ""grade-6"", ""diff-1""]",6400,MA.3.A.6,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
e9ca6eee-3a11-46dd-b33e-54076d82252b,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,2,4,fr,Combien de lettres contient le mot anglais 'computer' ?,,,,8,Comptez les lettres du mot anglais.,,,"[""language"", ""spelling"", ""fr"", ""grade-2"", ""diff-4""]",27200,D.3.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
36b938e1-3a1b-41cc-994f-612198948b29,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,2,1,en,What is the plural of 'mouse'?,,"[""mouses"", ""mices"", ""mice"", ""mouse""]",2,,'mouse' → 'mice' is an irregular plural.,,,"[""language"", ""grammar"", ""en"", ""grade-2"", ""diff-1""]",12800,D.3.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
e414e03b-5f75-4382-8bda-3817cd7a876a,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,9f9067f9-9e39-4e38-944f-6701b837981b,math,3,2,de,Wie viel ist 94 × 52?,,,,4888,94×52=4888.,,,"[""math"", ""number-input"", ""de"", ""grade-3"", ""diff-2""]",15400,MA.2.A.3,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
1f5a4f7b-2b3d-4667-a8eb-4ad2ced6da15,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f9067f9-9e39-4e38-944f-6701b837981b,math,4,3,fr,Un carré a un côté de 28 cm. Quel est son périmètre ?,,"[""120"", ""108"", ""112"", ""116""]",2,,Le résultat correct est 112.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-4"", ""diff-3""]",16800,MA.2.A.4,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
f9461bdc-afa5-49e7-9aab-f912340ef1f5,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,4,5,de,Wie hoch ist die normale Körpertemperatur (°C)?,,"[""36,5\u201337,5\u00b0C"", ""20\u201325\u00b0C"", ""15\u201318\u00b0C"", ""40\u201342\u00b0C""]",0,,"Der Normalbereich liegt bei ca. 36,5–37,5°C.",,,"[""general-knowledge"", ""de"", ""grade-4"", ""diff-5""]",24000,NMG.5.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
61776ae2-aee5-4cc3-956a-d3411dc31ef3,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,1,2,fr,Quelle est la hauteur (en mètres) de la tour Eiffel environ ? (entier),,,,324,La tour Eiffel fait ~324 m.,m,,"[""geography"", ""number-input"", ""fr"", ""grade-1"", ""diff-2""]",19800,NMG.8.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
71fcd8c3-e80f-4403-9f6f-8a5c6ebe572f,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,3,3,fr,Quelle est la capitale de Ireland ?,,"[""Tirana"", ""Tokyo"", ""Dublin"", ""Copenhagen""]",2,,La capitale de Ireland est Dublin.,,,"[""geography"", ""capitals"", ""fr"", ""grade-3"", ""diff-3""]",19600,NMG.8.3,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
ac0d67e5-b0be-497b-85eb-d074208f1b35,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,image-question,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,4,2,de,Welche Form ist auf dem Bild zu sehen?,,"[""Kreis"", ""Quadrat"", ""Dreieck"", ""Rechteck""]",3,,Erkenne die einfache geometrische Form.,,https://picsum.photos/seed/img493/400/300,"[""language"", ""image"", ""de"", ""grade-4"", ""diff-2""]",13200,D.5.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
5682d50e-aa84-414e-832a-fed1d9d2ca32,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,9f9067f9-9e39-4e38-944f-6701b837981b,math,6,4,fr,Combien font 10% de 200 ?,,,,20,10% de 200 = 200×10/100 = 20.,,,"[""math"", ""number-input"", ""fr"", ""grade-6"", ""diff-4""]",13600,MA.3.A.6,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
dc727193-028a-4f93-8c85-232f2fc754cb,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,9f9067f9-9e39-4e38-944f-6701b837981b,math,3,1,de,Wie viel ist 192 + 823?,,,,1015,192+823=1015.,,,"[""math"", ""number-input"", ""de"", ""grade-3"", ""diff-1""]",11200,MA.2.A.3,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
ab94f9f9-0f45-4d44-bad7-9bb980a4f202,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f9067f9-9e39-4e38-944f-6701b837981b,math,6,2,fr,Combien font 96 ÷ 12 ? (arrondir à l'entier le plus proche),,"[""8"", ""10"", ""9"", ""7""]",0,,Le résultat correct est 8.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-6"", ""diff-2""]",8800,MA.3.A.6,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
93f42cb0-0d9b-4081-8b28-6e93cdcdd091,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,4,4,de,,Es gibt 7 Kontinente auf der Erde.,,,True,Das gängige Modell zählt 7 Kontinente.,,,"[""geography"", ""true-false"", ""de"", ""grade-4"", ""diff-4""]",20400,NMG.8.4,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
7062aaeb-1775-4068-98da-97168157bc33,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,3,2,en,What is normal human body temperature (°C)?,,"[""36.5\u201337.5\u00b0C"", ""20\u201325\u00b0C"", ""15\u201318\u00b0C"", ""40\u201342\u00b0C""]",0,,Normal range is about 36.5–37.5°C.,,,"[""general-knowledge"", ""en"", ""grade-3"", ""diff-2""]",15400,NMG.4.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
d7336ad0-b41c-4f95-ba2d-32a862dce4ea,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f9067f9-9e39-4e38-944f-6701b837981b,math,3,2,fr,Combien font 31 + 11 ?,,"[""44"", ""42"", ""41"", ""43""]",1,,Le résultat correct est 42.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-3"", ""diff-2""]",15400,MA.2.A.3,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
ee65273c-8c00-47ed-b041-7c12def550c9,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,4,2,en,How many days are there in a leap year?,,,,366,Leap years have 366 days.,,,"[""general-knowledge"", ""number-input"", ""en"", ""grade-4"", ""diff-2""]",13200,NMG.5.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
40ce1e9a-e635-400c-ba7f-cb845cb06129,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,4,5,fr,Combien de jours y a-t-il dans une année bissextile ?,,,,366,Les années bissextiles ont 366 jours.,,,"[""general-knowledge"", ""number-input"", ""fr"", ""grade-4"", ""diff-5""]",24000,NMG.5.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
09e36464-d30e-4167-97dd-5e009ce079bd,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,1,3,en,"In a food chain, which is a plant?",,"[""Producer"", ""Consumer"", ""Decomposer"", ""Predator""]",0,,Plants are producers.,,,"[""general-knowledge"", ""en"", ""grade-1"", ""diff-3""]",25200,NMG.2.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
84fbc6db-d070-477c-8087-15192c2fb288,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,5,5,en,,"At sea level, water boils at 100°C.",,,True,Boiling point of water at sea level is 100°C.,,,"[""general-knowledge"", ""true-false"", ""en"", ""grade-5"", ""diff-5""]",20000,NMG.6.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
63d4e994-88a3-4e86-b36b-fac92d05c704,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,3,1,de,Wie heißt die Hauptstadt von Czech Republic?,,"[""Prague"", ""London"", ""Helsinki"", ""Copenhagen""]",0,,Die Hauptstadt von Czech Republic ist Prague.,,,"[""geography"", ""capitals"", ""de"", ""grade-3"", ""diff-1""]",11200,NMG.8.3,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
d6df4768-b0d2-48ce-924c-6201636d5492,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,9f9067f9-9e39-4e38-944f-6701b837981b,math,2,1,de,,11 + 11 ist gleich 2 × 11.,,,True,Durch das Distributivgesetz stimmt das immer.,,,"[""math"", ""true-false"", ""de"", ""grade-2"", ""diff-1""]",12800,MA.1.A.2,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
a866cd78-ed27-4f3f-89ce-ac742bcb25b1,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,4,5,en,Choose the correct form: 'They ___ happy.',,"[""is"", ""are"", ""am"", ""be""]",1,,Plural subject uses 'are'.,,,"[""language"", ""grammar"", ""en"", ""grade-4"", ""diff-5""]",24000,D.5.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
ac8d6dda-1026-4cdb-b863-8115d5d672d4,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,9f9067f9-9e39-4e38-944f-6701b837981b,math,5,1,de,,21 + 28 ist größer als 21 × 28.,,,False,Vergleiche Summe und Produkt.,,,"[""math"", ""true-false"", ""de"", ""grade-5"", ""diff-1""]",8000,MA.3.A.5,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
49c15070-cd24-4705-96eb-6a4feeddd8df,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f9067f9-9e39-4e38-944f-6701b837981b,math,5,3,fr,Combien font 7 × 4 ?,,"[""24"", ""30"", ""25"", ""28""]",3,,Le résultat correct est 28.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-5"", ""diff-3""]",14000,MA.3.A.5,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
493ac957-1ff4-499f-8120-f2cf5fc26c07,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,9f9067f9-9e39-4e38-944f-6701b837981b,math,1,2,de,,70 ist eine ungerade Zahl.,,,False,Ungerade Zahlen sind nicht durch 2 teilbar.,,,"[""math"", ""true-false"", ""de"", ""grade-1"", ""diff-2""]",19800,MA.1.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
1628df04-a16a-4568-80ea-4df659b47aa2,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,5,4,de,Wähle den richtigen Artikel: '___ apple',,"[""an"", ""a"", ""the"", ""\u2014""]",0,,'apple' beginnt mit Vokal → 'an'.,,,"[""language"", ""grammar"", ""de"", ""grade-5"", ""diff-4""]",17000,D.6.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
754ecf91-022e-461b-be75-da5149899b6f,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,5,2,de,,Auf Meereshöhe kocht Wasser bei 100°C.,,,True,Siedepunkt von Wasser auf Meereshöhe ist 100°C.,,,"[""general-knowledge"", ""true-false"", ""de"", ""grade-5"", ""diff-2""]",11000,NMG.6.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
55f8807d-0ae8-4c74-bc54-54970a4b05d5,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f9067f9-9e39-4e38-944f-6701b837981b,math,4,3,fr,Combien font 56 − 7 ?,,"[""48"", ""49"", ""51"", ""50""]",1,,Le résultat correct est 49.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-4"", ""diff-3""]",16800,MA.2.A.4,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
0d74810e-500f-4b35-86f0-e4ec00435db6,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,3,1,en,What is the capital of Sweden?,,"[""Stockholm"", ""Mexico City"", ""Tokyo"", ""Athens""]",0,,The capital of Sweden is Stockholm.,,,"[""geography"", ""capitals"", ""en"", ""grade-3"", ""diff-1""]",11200,NMG.8.3,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
